Title = Jupiter Capture Orbit
Planet = Jupiter
Coordinates = PEI
Columns = JDCT, X, Y, Z
Format = CSV
$$BEGIN
2462519.4166666665,-161351.10580912905,-304535.15829440707,-53721.057549624034
2462519.4583333335,-86857.51729417044,-283975.99552456895,-50024.21641708671
2462519.5,-7403.013660298258,-246054.73807114828,-43269.27420079376
2462519.5416666665,71939.55760648585,-181892.91395461792,-31900.827999789388
2462519.5833333335,133664.44886201253,-80398.27377273074,-13987.977594626036
2462519.625,140245.2144092058,49129.61043796872,8792.794258170396
2462519.6666666665,83144.88633109807,158855.91120682962,28021.765222054284
2462519.7083333335,455.76379997818174,227259.92841734333,39957.22920495812
2462519.75,-83610.37557925076,264941.2730214305,46489.53072472896
2462519.7916666665,-161908.46481322352,282786.49374594016,49540.623997107
2462519.8333333335,-232885.92128266627,287453.0319526855,50282.731411239474
2462519.875,-296542.6456728687,282934.3016053174,49417.97258290109
2462519.9166666665,-353282.73753956327,271746.26289270207,47388.253246839704
2462519.9583333335,-403577.67144566734,255562.96502203748,44487.37810126446
2462520.0,-447866.58454186557,235554.25506300814,40920.537715664745
2462520.0416666665,-486530.6265071709,212573.25553448807,36837.30010734072
2462520.0833333335,-519891.05421100976,187265.87431118745,32350.867587260404
2462520.125,-548214.4507140584,160137.9369383625,27549.8746583609
2462520.1666666665,-571719.3909728549,131598.20127928685,22505.943763948148
2462520.2083333335,-590582.6553018634,101987.075385572,17278.727756055825
2462520.25,-604944.4398688127,71596.57093873242,11919.412431872759
2462520.2916666665,-614912.4899986798,40684.750875665944,6473.252174639714
2462520.3333333335,-620565.2349842263,9486.678807865594,981.4916047032336
2462520.375,-621954.0349139355,-21776.82947144726,-4517.098254486148
2462520.4166666665,-619104.6378831157,-52891.755504907,-9984.911706720486
2462520.4583333335,-612017.9195678934,-83644.05416898841,-15384.30948500353
2462520.5,-600669.9479044151,-113812.8850521667,-20676.42885542853
2462520.5416666665,-585011.3881727896,-143163.34009888,-25819.904429352777
2462520.5833333335,-564966.2413465334,-171438.0324073505,-30769.388001985284
2462520.625,-540429.8966129853,-198346.72800906943,-35473.72353421432
2462520.6666666665,-511266.4903572701,-223552.86354742275,-39873.57381615853
2462520.7083333335,-477305.62954272184,-246655.2000722272,-43898.1912089945
2462520.75,-438338.7319067143,-267161.8270876826,-47460.84290364253
2462520.7916666665,-394115.742590762,-284451.8792636849,-50452.07610892586
2462520.8333333335,-344344.2774613546,-297716.9068938732,-52729.408443581684
2462520.875,-288696.58723759843,-305867.2689855468,-54100.876931336774
2462520.9166666665,-226838.79268914222,-307375.7851957563,-54297.57994082066
2462520.9583333335,-158523.02649108198,-300003.88269007555,-52925.628067403464
2462521.0,-83865.41099545732,-280301.1517917975,-49378.45990870358
2462521.0416666665,-4215.922086221993,-242687.2917676539,-42676.38707768234
2462521.0833333335,74957.74294668868,-178106.486098281,-31233.19743450384
2462521.125,135261.42810619815,-75734.79163575833,-13166.155464114889
2462521.1666666665,139037.1384288808,53396.12142821309,9543.179328641094
2462521.2083333335,79840.27310295249,161016.14710020696,28400.266392920355
2462521.25,-3852.115998008907,226935.76594311267,39897.874660103604
2462521.2916666665,-88314.81860407993,262052.6505884329,45978.39665268673
2462521.3333333335,-166564.7102513195,277267.5944311733,48566.07852613081
2462521.375,-237103.34149542957,279260.45299104933,48836.84172118668
2462521.4166666665,-299958.8876327309,272052.0494954736,47497.53108001758
2462521.4583333335,-355553.4800317463,258184.0787078394,44994.81645234856
2462521.5,-404370.8102553155,239354.00699633587,41626.97020316768
2462521.5416666665,-446858.35226989916,216752.8959714549,37603.14177996498
2462521.5833333335,-483402.2691079823,191253.37259067094,33076.438046573676
2462521.625,-514325.70461989497,163519.96973259866,28163.384247177826
2462521.6666666665,-539894.1551008493,134077.1085020407,22955.906339267334
2462521.7083333335,-560322.2365876997,103352.895495582,17529.040362985943
2462521.75,-575779.9234404052,71708.59089422048,11946.114019530396
2462521.7916666665,-586397.6970632465,39459.341009013886,6262.389710749037
2462521.8333333335,-592270.5258708162,6889.50077258797,527.756005928196
2462521.875,-593460.7501247039,-25735.37072990773,-5211.165376341243
2462521.9166666665,-589999.974413523,-58158.447532582075,-10909.25166056928
2462521.9583333335,-581890.0555042003,-90122.48335568026,-16521.27013264577
2462522.0,-569103.2454042869,-121360.71214393296,-22000.277861619463
2462522.0416666665,-551581.5227793664,-151586.96273614131,-27295.882328452888
2462522.0833333335,-529235.1306715896,-180484.0158809861,-32352.19205671995
2462522.125,-501940.3507519984,-207688.9156447309,-37105.230755128956
2462522.1666666665,-469536.61906915973,-232773.3527311595,-41479.484009844906
2462522.2083333335,-431823.30814082595,-255216.17121405658,-45383.06033556014
2462522.25,-388557.067866398,-274363.1272301084,-48700.610855178355
2462522.2916666665,-339452.0498974749,-289365.4651287882,-51282.52688898871
2462522.3333333335,-284189.0270618922,-299082.03467897093,-52927.73569187269
2462522.375,-222449.35834630666,-301916.0453011756,-53355.02933608459
2462522.4166666665,-154018.38185933305,-295529.76499774784,-52153.0076266327
2462522.4583333335,-79092.44806677348,-276325.8079180431,-48689.20564587435
2462522.5,770.0119148561209,-238509.58816968676,-41946.303905036475
2462522.5416666665,79536.79280023985,-172805.47644358856,-30299.929162668235
2462522.5833333335,137563.12088324802,-68853.68613210974,-11950.75096988294
2462522.625,137216.2554801767,59779.28076925996,10671.81125486914
2462522.6666666665,75231.23795049654,164500.4391993348,29017.76197757407
2462522.7083333335,-9551.615290262715,227266.1926769023,39958.48206105416
2462522.75,-94293.00441099415,259372.4099547101,45506.963612324456
2462522.7916666665,-172313.4006586703,271652.20880312385,47576.19734574708
2462522.8333333335,-242204.92587732596,270753.49447881547,47337.018570123575
2462522.875,-304032.73960195656,260697.77073263927,45496.63864510887
2462522.9166666665,-358239.8962747992,244039.15371134476,42503.750249250996
2462522.9583333335,-405323.31410624273,222490.5314885837,38659.027638678934
2462523.0,-445738.06625296356,197259.34584085626,34174.29279840776
2462523.0416666665,-479873.4433727025,169235.51167104903,29205.593065438392
2462523.0833333335,-508051.9530334374,139102.04691971463,23872.65876464036
2462523.125,-530535.0272396933,107403.51015680957,18270.93273685739
2462523.1666666665,-547529.8838449288,74590.40676590758,12479.373416121674
2462523.2083333335,-559195.6897093422,41049.41451577369,6565.7692327941495
2462523.25,-565648.5046037377,7125.0348843974025,590.5575451476527
2462523.2916666665,-566964.9886841039,-26863.961260565928,-5390.252491907184
2462523.3333333335,-563185.0537593362,-60611.059801656564,-11322.6747097785
2462523.375,-554313.5514739535,-93809.74937073716,-17152.607465939527
2462523.4166666665,-540320.7599262113,-126141.1162891948,-22823.742802739158
2462523.4583333335,-521141.530284834,-157260.34853790826,-28275.263772909464
2462523.5,-496673.45804216625,-186780.927936873,-33439.053516984204
2462523.5416666665,-466774.4689862146,-214254.40164169596,-38236.09377636273
2462523.5833333335,-431260.1309657998,-239142.6245480187,-42571.55112041338
2462523.625,-389901.50246060704,-260777.67388777732,-46327.711874531364
2462523.6666666665,-342425.7654677574,-278301.2927918418,-49353.32860454983
2462523.7083333335,-288525.4507766907,-290569.2341522453,-51446.80703616738
2462523.75,-227891.47980310587,-295993.0509886794,-52328.42096392358
2462523.7916666665,-160311.99476837314,-292265.96667561453,-51592.21900705834
2462523.8333333335,-85961.3950010122,-275868.85730989143,-48619.48779715341
2462523.875,-6280.85828818655,-241182.3777877711,-42423.66027406147
2462523.9166666665,73186.35474367744,-179234.65203596305,-31433.495510737233
2462523.9583333335,134380.5191160365,-79413.74788033756,-13804.436705809847
2462524.0,140202.24932942685,48258.791168568685,8656.242167886776
2462524.0416666665,81911.90353600883,156008.347994849,27535.824773465854
2462524.0833333335,-2694.2351024182735,221130.33688934927,38886.7822686255
2462524.125,-88300.33994139257,253879.0494922664,44543.02534529487
2462524.1666666665,-167147.77795536042,265634.83860698156,46515.351952162186
2462524.2083333335,-237517.38270007027,263510.7352871073,46056.796643990325
2462524.25,-299398.39079093124,251811.6768022852,43924.483367352484
2462524.2916666665,-353226.20062316797,233264.52860160614,40597.46800061141
2462524.3333333335,-399508.2452359443,209693.65155359573,36395.998757839305
2462524.375,-438712.6100050133,182383.71123464257,31545.455938605082
2462524.4166666665,-471239.1137363761,152282.35393209424,26212.030356291078
2462524.4583333335,-497416.82105303777,120119.2997902227,20523.670674806766
2462524.5,-517509.4093290337,86479.99483425915,14583.02983943589
2462524.5416666665,-531722.0244881018,51853.5481664426,8475.887420244897
2462524.5833333335,-540207.4815537317,16665.66454951699,2276.933995922241
2462524.625,-543071.1698597586,-18697.287389465408,-3946.0017982897834
2462524.6666666665,-540374.5519283662,-53869.31314989348,-10128.622489990674
2462524.7083333335,-532137.3148956175,-88488.4196664213,-16207.284700924009
2462524.75,-518338.27576036536,-122180.90643036838,-22116.23729868274
2462524.7916666665,-498915.15426306456,-154544.55281559314,-27784.664073436346
2462524.8333333335,-473763.36838557676,-185128.71593039366,-33133.18194456458
2462524.875,-442734.14791312185,-213408.68789673698,-38069.32881660451
2462524.9166666665,-405632.6429081474,-238750.31414706568,-42481.33863122386
2462524.9583333335,-362217.6648815565,-260358.32716303252,-46229.05421298057
2462525.0,-312207.1094366986,-277197.01652348274,-49129.981201819806
2462525.0416666665,-255299.35528012353,-287862.4466091538,-50936.83909306808
2462525.0833333335,-191238.03872960588,-290366.6440698154,-51299.68213384428
2462525.125,-119998.01125729257,-281756.84947806725,-49699.16010330987
2462525.1666666665,-42331.929074811516,-257429.16256859133,-45326.47079896293
2462525.2083333335,38528.826398568955,-209996.73270799065,-36886.369551844786
2462525.25,111510.26733601026,-128749.64499182103,-22508.678435015325
2462525.2916666665,146646.28908275618,-9809.00229941444,-1547.5121345286705
2462525.3333333335,113706.70615194262,112201.70383004083,19871.115154529685
2462525.375,35689.3026282889,195239.17152242022,34380.72146987772
2462525.4166666665,-51687.57889837259,239422.7335800034,42045.55940149197
2462525.4583333335,-134273.53079135474,257562.4817131714,45135.732061128554
2462525.5,-208389.89943948924,258756.9736578679,45255.894458968796
2462525.5416666665,-273487.95235931175,248516.7351676966,43375.8687467237
2462525.5833333335,-329880.6105731746,230261.76066679595,40096.76407472849
2462525.625,-378075.2474239451,206230.8233111775,35811.70919497933
2462525.6666666665,-418572.84021207335,177970.75588921484,30792.1477214185
2462525.7083333335,-451810.47456726205,146605.1721198745,25235.168917910927
2462525.75,-478149.7959107583,112989.25953545664,19290.74570999666
2462525.7916666665,-497879.8557960274,77803.77153972343,13078.261930887806
2462525.8333333335,-511223.62294506514,41615.29675191662,6697.104152069844
2462525.875,-518344.4740956517,4917.258508361444,233.86445808539634
2462525.9166666665,-519351.47115830076,-31840.189058491662,-6232.408118482337
2462525.9583333335,-514303.1239915374,-68226.40491810259,-12626.034187726986
2462526.0,-503209.65232093027,-103809.29173146418,-18871.018870010867
2462526.0416666665,-486033.87719342933,-138134.45611915307,-24887.38778773674
2462526.0833333335,-462690.9604775297,-170701.89914949806,-30587.087254960017
2462526.125,-433047.39195646514,-200937.08385073967,-35868.89456540832
2462526.1666666665,-396920.079108885,-228151.85868877848,-40611.544253606764
2462526.2083333335,-354077.5282172873,-251487.99460014066,-44663.798953524856
2462526.25,-304247.94274923264,-269830.843999762,-47829.2737154208
2462526.2916666665,-247146.41811698413,-281670.36969161953,-49842.02699929106
2462526.3333333335,-182553.5860206041,-284866.3916977452,-50325.36825641466
2462526.375,-110537.67141892454,-276235.20114577294,-48719.42257730093
2462526.4166666665,-32103.200074445827,-250812.90845132057,-44152.36039223866
2462526.4583333335,48802.26236339839,-200708.107847462,-35241.05545586187
2462526.5,119148.53172620194,-115109.91925668345,-20100.003689814544
2462526.5416666665,146406.41429917986,6457.297277579799,1314.6876890696549
2462526.5833333335,105220.03279844201,124444.61475974963,22016.10033876917
2462526.625,23987.057744642094,201050.9208937745,35390.41441700878
2462526.6666666665,-63767.84757667925,239791.5813746493,42096.85907476312
2462526.7083333335,-145604.73283726722,253405.84042800887,44391.19244905712
2462526.75,-218373.8888698985,250633.05974414034,43814.32346567001
2462526.7916666665,-281682.8603165418,236785.54990565137,41301.072732351735
2462526.8333333335,-335893.4885870372,215190.60934436138,37436.25387062828
2462526.875,-381527.3722503771,188048.36014073284,32606.24982309156
2462526.9166666665,-419086.30186409067,156895.4585973066,27080.760889499066
2462526.9583333335,-449001.47114392434,122861.96249552112,21058.037466667363
2462527.0,-471624.0555938725,86820.8468391937,14691.19481126187
2462527.0416666665,-487228.61201443104,49480.02255569233,8104.400982543836
2462527.0833333335,-496019.53634047665,11442.500860791057,1403.455991223977
2462527.125,-498137.22060473147,-26751.40495758948,-5316.790245590167
2462527.1666666665,-493662.8365810947,-64591.772628567815,-11966.759983963084
2462527.2083333335,-482621.51461495226,-101571.4777443988,-18457.2975758063
2462527.25,-464984.0247516072,-137159.4243052728,-24694.962809192944
2462527.2916666665,-440667.290680444,-170770.96133099322,-30576.828082480406
2462527.3333333335,-409534.41806405946,-201731.17407260285,-35984.02183071994
2462527.375,-371395.72137320566,-229224.8764120998,-40772.93416188219
2462527.4166666665,-326014.194256137,-252223.3034411538,-44762.329865864376
2462527.4583333335,-273123.81985675066,-269369.9800344528,-47713.296819599695
2462527.5,-212482.24024137162,-278793.39157817274,-49296.36206136792
2462527.5416666665,-144016.4656259177,-277784.9185462727,-49035.02375933478
2462527.5833333335,-68234.175683168,-262228.9326792745,-46206.017577188504
2462527.625,12551.78770597829,-225638.738252943,-39671.25401204878
2462527.6666666665,90434.96950324302,-158199.28310318053,-27714.091250765003
2462527.7083333335,142292.59299360676,-51436.72820659356,-8872.451893821135
2462527.75,131604.45127266593,74357.05020554425,13239.807909169405
2462527.7916666665,62650.59173557052,170573.77011675763,30078.398993839477
2462527.8333333335,-25340.844546987148,223579.9741912226,39293.49210395703
2462527.875,-110988.27379921978,245413.8283947419,43028.655048529115
2462527.9166666665,-187996.53849935436,247031.82736423495,43218.696933055595
2462527.9583333335,-255076.120170563,235267.25061629518,41067.06902511804
2462528.0,-312363.4758792839,214331.29165193677,37314.286381419384
2462528.0416666665,-360354.1162050905,186946.99390734264,32438.682496279856
2462528.0833333335,-399580.0737145213,154977.17319449256,26767.248660455454
2462528.125,-430513.76941759,119768.18816085557,20536.21594865749
2462528.1666666665,-453544.085315654,82346.20538753815,13925.603852590553
2462528.2083333335,-468975.49395550153,43535.65807625425,7080.055486869238
2462528.25,-477033.67636986234,4035.4310262051,122.22967957872618
2462528.2916666665,-477871.91476411256,-35528.280521108216,-6837.910376357701
2462528.3333333335,-471576.3727468917,-74561.59214103153,-13696.00198118383
2462528.375,-458169.7997789528,-112468.10067556042,-20347.161725295977
2462528.4166666665,-437613.81646096957,-148614.32166070715,-26679.909322032232
2462528.4583333335,-409810.413552233,-182290.25480130603,-32569.2332262176
2462528.5,-374604.08579295233,-212658.65831285968,-37867.67041681461
2462528.5416666665,-331787.8150284769,-238683.37391829514,-42392.705106760026
2462528.5833333335,-281120.5505678722,-259020.39911291236,-45907.62790148233
2462528.625,-222375.39446251147,-271842.21255561156,-48090.69171134404
2462528.6666666665,-155469.83737537853,-274540.0198648498,-48482.89678401674
2462528.7083333335,-80825.8024917935,-263202.4014432374,-46396.73235396519
2462528.75,-418.30426155145466,-231729.105981659,-40761.59186902282
2462528.7916666665,79027.73775558636,-170807.53482972927,-29947.678144147827
2462528.8333333335,137470.73943673735,-70846.7956757265,-12292.649550558544
2462528.875,138092.84367040804,54625.76577786222,9778.685481615823
2462528.9166666665,75447.28449863914,157191.9720791625,27742.871421354048
2462528.9583333335,-12183.536763316408,215337.80339960102,37862.73774826021
2462529.0,-99310.49531545045,239546.33087631006,42013.636541800166
2462529.0416666665,-177872.86221582483,241670.90887490334,42290.491105662775
2462529.0833333335,-246063.4892335258,229302.6788923921,40030.803661656784
2462529.125,-303889.20906801004,207114.61884816468,36056.54037389987
2462529.1666666665,-351829.4909653981,178111.05514701465,30895.571901344425
2462529.2083333335,-390430.8198731562,144337.03598411713,24906.95141240139
2462529.25,-420184.45837063354,107267.0475352258,18349.440128543007
2462529.2916666665,-441494.18778854364,68026.15066147524,11420.444868866876
2462529.3333333335,-454672.9128135119,27523.173962149926,4279.450779548181
2462529.375,-459947.6661947223,-13463.323991194726,-2936.8641696840664
2462529.4166666665,-457465.9871862488,-54224.56608166432,-10103.997182274406
2462529.4583333335,-447301.38690260093,-94073.92944293196,-17101.24979781444
2462529.5,-429457.44340876903,-132303.7982666292,-23804.14336338804
2462529.5416666665,-403871.016763257,-168139.96783521058,-30076.40262263858
2462529.5833333335,-370416.0826268378,-200686.05878250324,-35760.18277630863
2462529.625,-328911.6541163763,-228847.48208560937,-40662.70441865292
2462529.6666666665,-279141.9809684676,-251217.963852198,-44536.31767116779
2462529.7083333335,-220909.4080378973,-265898.45371418836,-47046.712562068584
2462529.75,-154173.95967047202,-270192.5467693904,-47719.51470882529
2462529.7916666665,-79434.04644521052,-260077.84062592263,-45847.76518742708
2462529.8333333335,1176.9554055344463,-229321.96384400653,-40337.782812512894
2462529.875,80594.14381434914,-168528.01251009176,-29545.33580996209
2462529.9166666665,138225.35979408756,-68411.49099203777,-11862.735059171997
2462529.9583333335,137340.92798219225,56517.216475503774,10112.006748063135
2462530.0,73446.75369261805,157645.97786064717,27822.062204101498
2462530.0416666665,-14973.565547624006,213853.68127269496,37599.68501798303
2462530.0833333335,-102412.28592636304,235745.21942734494,41341.76454325484
2462530.125,-180756.356061095,235309.67900987118,41166.88236004506
2462530.1666666665,-248187.84595789577,220268.0144152926,38434.50200098022
2462530.2083333335,-304725.47764710156,195396.35411783372,33982.489437738135
2462530.25,-350868.7571212312,163782.11237288394,28347.0056961723
2462530.2916666665,-387191.9619031901,127537.60371167994,21878.71130907186
2462530.3333333335,-414201.9643291343,88163.6278986711,14816.702001140975
2462530.375,-432273.5468002292,46821.87447267982,7394.3117538000215
2462530.4166666665,-441701.31331743073,4508.86287963026,-185.99329617522844
2462530.4583333335,-442702.7891611973,-37907.47933593868,-7765.319954571392
2462530.5,-435411.61878687626,-79621.87920814448,-15199.633484613874
2462530.5416666665,-419882.5976582267,-119831.66267275217,-22345.763575147754
2462530.5833333335,-396097.3112598215,-157681.10488732002,-29050.97871714746
2462530.625,-363970.72923853877,-192198.89751874233,-35141.74998752917
2462530.6666666665,-323362.6105780125,-222216.5037287737,-40409.187876602504
2462530.7083333335,-274102.8729270349,-246249.5085690845,-44587.91902566398
2462530.75,-216053.27941767548,-262311.48995111656,-47323.002304598005
2462530.7916666665,-149263.68498218697,-267605.649481737,-48115.242201530076
2462530.8333333335,-74385.99641285252,-258000.1030246067,-46228.484066177
2462530.875,6165.137096996755,-227183.86252969695,-40541.65724736504
2462530.9166666665,84841.5977040192,-165896.11122673715,-29419.0495409589
2462530.9583333335,140689.9157518529,-65705.02369499726,-11404.054941186667
2462531.0,138211.40848816157,57938.85004959907,10662.847154587827
2462531.0416666665,73854.5762293827,157611.02676290894,28307.231706330527
2462531.0833333335,-14899.460643474133,212539.8579121124,37907.6557577659
2462531.125,-102635.00429563104,232824.61008777237,41325.80269691789
2462531.1666666665,-180980.18605147922,230411.30114121322,40713.62043981966
2462531.2083333335,-247976.66706998812,213144.09625982778,37475.973723312716
2462531.25,-303588.3549006448,185925.63004826065,32488.16745493984
2462531.2916666665,-348292.8246553372,151946.0004008536,26318.600157178244
2462531.3333333335,-382644.51986595965,113405.26535363948,19358.752095708453
2462531.375,-407139.8651604576,71917.30279250907,11895.593197267506
2462531.4166666665,-422180.04710411717,28743.714694111823,4153.425133066717
2462531.4583333335,-428065.7635652657,-15061.718551499054,-3680.318934402925
2462531.5,-425001.7301516211,-58555.64933641291,-11437.69923914799
2462531.5416666665,-413103.4501838651,-100831.18930694458,-18957.07962673287
2462531.5833333335,-392404.29625959473,-140952.3334021514,-26071.437667505674
2462531.625,-362863.7378978803,-177884.81745036668,-32596.040839900532
2462531.6666666665,-324380.34115969116,-210410.53577757167,-38313.19907850329
2462531.7083333335,-276818.45613461005,-237007.46041566832,-42950.890699616946
2462531.75,-220070.32336148797,-255665.31633335425,-46150.00215460139
2462531.7916666665,-154209.57692445614,-263584.6238404767,-47410.95943669106
2462531.8333333335,-79890.79209909451,-256670.25989384597,-46004.249522230544
2462531.875,548.3119462557435,-228721.86812789115,-40828.456331687354
2462531.9166666665,79930.17857045909,-170661.5144230038,-30279.714372428225
2462531.9583333335,138415.400924291,-73744.81106520619,-12843.092448248397
2462532.0,140723.13786346823,49128.28073716168,9096.699363886166
2462532.0416666665,79313.8333996171,151167.01448702527,27169.39747386668
2462532.0833333335,-9403.142079534873,208019.0488339231,37112.29860908574
2462532.125,-98010.77780476832,228652.39405259944,40589.943456878114
2462532.1666666665,-177072.56522002912,225451.97819619247,39835.105244462364
2462532.2083333335,-244292.21947902668,206731.5727807392,36337.234857397125
2462532.25,-299546.8102715496,177707.06047317115,31027.7287631438
2462532.2916666665,-343303.23205874383,141774.1412966591,24511.68799265272
2462532.3333333335,-376125.1136393316,101278.13766648133,17206.479986026578
2462532.375,-398519.6541822512,57947.01190543622,9419.39265478951
2462532.4166666665,-410894.500121554,13143.189876663075,1392.6891503965835
2462532.4583333335,-413550.8484248212,-31979.555667962268,-6668.369027132234
2462532.5,-406687.98558512726,-76368.19352371598,-14576.26773865655
$$END
